"","sample","lang","cregion","state","sex","q1","q3","eminuse","intmob","bbhome3a","bbhome3b","bbhome3c","bbhome3d","bbhome3e","cable1","date3a","date3b","date4a","date4b","date4c","date4d","date4e","date4f","game1","game2a","game2b","game2c","game2d","game2e","game2f","game3a","game3b","age","marital","hh1","par","educ2","party","ideo","hisp","race","employed"
"1670",2,1,3,12,1,2,3,1,1,3,3,3,3,3,1,1,1,1,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,2,51,1,4,2,6,3,3,2,1,1
"1671",2,1,1,25,1,1,4,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,NA,1,3,NA,NA,3,1,2,45,6,1,2,2,NA,NA,2,5,0
"1672",2,1,3,45,2,2,3,1,2,3,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,1,2,NA,3,2,1,2,63,3,1,2,5,3,4,2,1,1
"1673",2,1,3,13,2,2,2,1,1,3,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,3,NA,2,1,1,36,3,2,1,5,NA,3,2,3,1
"1674",2,1,2,39,1,2,3,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,3,2,2,3,2,2,2,53,2,4,2,3,2,2,2,2,1
"1676",2,1,2,26,1,3,4,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,3,NA,1,1,1,48,3,2,2,3,2,2,2,2,0
"1677",2,1,3,21,1,3,3,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,1,1,2,3,1,2,NA,NA,1,2,28,1,2,2,6,1,1,2,1,1
"1680",2,1,3,51,1,1,2,1,1,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,1,NA,3,NA,3,NA,1,53,1,2,1,6,2,3,2,1,1
"1681",2,1,3,37,1,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,2,26,2,6,2,5,1,2,2,1,1
"1683",2,1,1,34,2,3,3,1,1,2,1,2,2,1,1,2,2,2,2,1,NA,2,1,1,2,2,2,2,2,2,1,2,45,4,2,1,6,3,4,2,4,1
"1684",2,1,3,45,1,1,4,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,3,1,NA,NA,3,3,1,1,46,1,3,2,5,3,NA,2,2,1
"1685",2,1,2,29,2,3,3,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,38,6,1,1,6,2,3,2,2,1
"1686",2,1,2,55,1,4,4,2,2,1,1,1,1,1,1,2,2,2,2,1,2,NA,1,2,NA,2,NA,NA,NA,NA,2,1,49,6,2,2,3,NA,NA,1,6,1
"1687",2,1,4,53,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,3,3,2,3,3,2,2,50,1,2,2,8,NA,NA,2,NA,1
"1688",2,1,2,38,2,2,3,1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,3,2,1,2,2,2,1,1,24,2,2,2,4,NA,NA,2,1,1
"1689",2,1,3,40,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,NA,1,NA,NA,NA,NA,NA,1,60,3,1,2,8,1,1,2,1,1
"1690",2,1,2,38,1,1,1,1,1,3,2,NA,NA,3,1,1,2,1,1,2,2,1,1,1,2,3,2,2,NA,NA,1,2,51,2,2,2,7,1,2,2,1,1
"1691",2,1,3,13,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,NA,3,NA,NA,3,3,1,1,30,1,2,1,5,2,3,2,2,1
"1693",2,1,3,48,1,3,2,2,2,3,3,2,3,2,2,2,2,1,1,2,2,1,2,2,3,1,3,3,1,3,1,1,58,4,1,2,3,2,2,1,1,0
"1695",2,1,2,20,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,3,2,1,26,1,2,2,6,2,3,2,1,1
"1696",2,2,2,31,1,2,3,1,1,1,1,1,2,2,1,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,1,1,25,2,2,1,3,2,3,1,1,1
"1699",2,1,2,31,1,2,2,1,1,3,1,2,2,3,1,1,2,1,1,2,NA,2,2,1,2,3,NA,3,NA,3,1,2,66,3,1,2,3,1,2,2,1,1
"1700",2,1,2,55,1,3,3,1,1,3,3,1,2,2,1,2,2,1,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,1,2,25,6,1,2,4,NA,4,2,2,1
"1703",2,1,3,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,3,3,1,3,2,1,2,40,1,2,2,8,NA,2,2,1,1
"1704",2,1,2,39,1,2,2,1,1,3,2,2,3,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,NA,1,2,35,1,2,1,6,1,3,2,1,1
"1705",2,1,1,42,2,1,2,1,2,3,2,3,3,2,1,1,1,NA,1,2,2,NA,2,2,2,3,NA,NA,NA,NA,1,1,50,1,2,1,8,1,3,2,1,1
"1706",2,1,3,48,1,2,4,2,2,3,3,3,3,3,1,1,2,1,2,2,2,1,2,1,2,2,NA,NA,NA,NA,2,2,52,1,2,1,8,1,1,2,1,1
"1709",2,1,4,4,2,1,1,1,1,2,2,3,3,3,1,1,1,NA,2,2,2,2,1,1,2,1,1,3,3,2,1,1,21,6,4,2,5,1,2,2,1,1
"1710",2,1,2,20,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,NA,2,2,2,NA,1,2,39,1,2,1,8,2,4,2,1,1
"1711",2,1,4,6,1,1,3,1,1,2,3,NA,2,2,1,1,2,1,2,2,2,1,1,2,NA,2,NA,3,NA,NA,NA,2,53,1,1,2,8,3,3,2,1,1
"1712",2,1,2,17,1,2,3,1,1,3,NA,NA,NA,NA,1,2,NA,2,1,NA,NA,2,1,1,NA,2,NA,3,NA,NA,NA,NA,98,1,4,2,6,3,NA,2,NA,1
"1713",2,1,4,6,1,1,2,1,1,3,3,3,3,3,1,2,2,1,1,2,1,1,1,1,3,3,3,2,3,3,2,1,38,2,2,1,7,3,5,1,6,1
"1714",2,1,2,39,1,2,4,1,1,1,1,1,1,1,2,1,1,2,2,NA,1,1,1,2,2,2,2,2,2,2,1,1,20,6,6,2,4,3,3,2,1,1
"1715",2,2,3,48,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,NA,NA,NA,2,1,1,34,1,2,1,2,NA,NA,1,NA,0
"1716",2,1,2,17,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,3,2,2,21,6,5,2,4,3,5,1,1,1
"1717",2,1,3,24,1,1,2,1,1,3,3,3,3,2,1,1,1,1,1,2,2,2,2,1,2,3,2,2,3,2,1,2,48,1,3,1,4,3,2,2,2,1
"1719",2,1,1,42,1,3,3,1,1,2,1,1,2,3,2,1,1,1,1,2,2,1,2,1,2,3,2,2,NA,2,1,2,24,2,2,2,5,3,5,2,1,1
"1721",2,1,4,49,2,1,2,1,1,3,3,3,3,3,1,1,1,2,2,2,1,1,1,1,2,NA,2,2,3,2,1,2,21,6,4,2,6,1,2,2,1,1
"1722",2,1,4,41,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,2,NA,2,2,NA,1,NA,1,1,53,1,2,2,3,1,2,2,1,1
"1724",2,1,4,30,1,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,1,1,3,2,1,2,2,2,2,26,6,1,2,6,3,3,2,1,1
"1725",2,1,4,4,2,3,3,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,3,2,3,3,3,NA,2,2,31,3,4,2,3,3,5,1,6,0
"1726",2,1,1,34,2,3,3,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,NA,3,NA,2,1,1,26,1,2,2,8,3,4,2,3,0
"1727",2,2,4,6,1,1,3,2,1,1,NA,1,1,NA,1,2,2,2,1,2,1,1,1,2,NA,NA,3,NA,NA,NA,1,2,35,6,3,2,3,3,5,1,1,1
"1728",2,1,4,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,NA,NA,1,2,54,2,2,2,6,NA,3,2,1,1
"1729",2,1,4,53,1,2,3,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,NA,1,NA,NA,NA,NA,1,2,26,6,1,2,5,1,2,2,1,0
"1730",2,1,4,6,2,2,3,1,1,3,3,3,3,3,1,2,2,2,2,1,1,2,1,2,3,3,1,3,1,3,1,1,24,2,2,1,4,2,2,1,6,1
"1731",2,1,4,6,2,1,3,1,1,3,1,1,1,3,2,2,2,NA,NA,NA,NA,NA,2,1,1,3,2,2,2,2,2,2,24,6,6,2,4,NA,2,2,1,0
"1732",2,1,2,27,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,3,2,2,3,2,2,2,25,6,4,2,4,3,3,2,1,1
"1733",2,1,4,16,1,3,3,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,1,3,3,1,3,3,1,1,38,6,3,2,4,3,4,2,1,0
"1734",2,1,4,6,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,1,1,2,2,2,2,27,1,1,2,6,3,2,2,3,1
"1735",2,1,4,8,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,NA,1,NA,1,2,2,63,3,2,2,8,2,4,2,2,1
"1736",2,1,4,8,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,1,3,1,1,49,6,5,2,8,3,3,1,1,1
"1738",2,1,3,47,1,2,3,1,1,3,3,3,3,3,1,1,1,1,2,2,2,2,1,1,2,1,2,3,NA,3,1,1,59,1,2,2,6,1,1,2,1,1
"1740",2,1,4,6,1,3,3,1,1,3,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,1,3,1,1,2,43,6,2,1,4,NA,3,1,6,1
"1741",2,1,4,53,2,3,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,NA,2,3,1,2,63,1,2,2,6,2,4,2,1,0
"1742",2,1,4,53,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2,3,1,2,1,2,1,2,50,1,4,2,4,2,4,2,1,1
"1743",2,1,1,34,1,2,2,1,1,1,1,1,1,1,1,2,2,1,NA,2,2,2,1,1,1,3,2,2,2,2,1,2,34,6,1,2,4,3,3,2,1,1
"1744",2,2,3,12,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,NA,2,NA,3,1,1,54,1,6,2,6,2,3,1,1,1
"1745",2,1,3,13,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,3,NA,2,NA,2,1,2,33,6,1,1,4,3,3,2,1,1
"1746",2,1,2,18,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,NA,2,NA,NA,NA,1,1,72,1,2,2,3,3,4,2,1,0
"1747",2,1,1,36,1,3,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,1,1,2,1,2,2,23,2,2,1,3,1,NA,2,1,1
"1748",2,2,2,26,1,3,3,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,NA,3,NA,2,2,2,50,1,3,1,2,NA,4,1,NA,1
"1749",2,1,1,42,1,2,4,2,2,NA,2,2,2,3,2,2,2,1,1,1,1,1,1,2,3,2,3,2,NA,2,1,1,56,4,1,2,2,1,NA,2,1,0
"1750",2,1,1,34,1,2,2,1,1,NA,3,3,3,3,1,2,2,2,2,2,1,2,1,1,2,3,1,3,3,2,2,2,61,1,4,2,8,3,3,2,1,1
"1752",2,1,1,50,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,3,2,2,3,2,1,2,22,6,5,2,6,2,4,2,1,1
"1753",2,1,2,39,1,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,2,1,2,3,3,1,3,3,2,2,64,1,2,2,6,2,3,2,1,1
"1755",2,1,3,13,2,2,3,1,1,1,3,1,3,1,1,2,2,1,2,1,2,2,1,1,2,3,NA,NA,NA,3,1,1,48,6,2,1,3,NA,3,1,2,1
"1756",2,1,3,48,2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,3,1,1,1,1,1,2,20,1,4,2,4,1,4,2,3,1
"1757",2,1,3,48,2,2,2,1,1,2,3,2,3,3,1,2,2,1,1,2,2,1,2,2,NA,2,1,NA,NA,2,1,2,30,1,2,2,8,3,5,2,3,0
"1758",2,1,3,5,2,2,2,1,1,3,3,3,3,3,2,1,1,1,1,2,2,2,1,1,2,2,NA,NA,NA,2,1,2,46,1,3,1,6,1,2,2,1,0
"1759",2,1,3,28,1,2,3,1,1,3,3,3,3,3,1,2,2,2,2,NA,2,NA,1,1,2,3,NA,3,NA,NA,2,2,48,1,2,1,6,1,2,2,1,1
"1761",2,1,3,47,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,NA,1,NA,NA,NA,NA,2,2,52,1,2,1,6,1,2,2,1,1
"1762",2,1,3,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,NA,NA,NA,2,NA,2,46,1,2,1,4,1,3,2,1,1
"1763",2,1,3,48,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,3,3,1,3,3,1,2,41,6,3,2,4,2,4,2,1,0
"1764",2,1,2,17,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,2,3,3,NA,2,2,1,2,2,28,6,3,2,8,2,5,2,1,1
"1765",2,1,2,20,1,2,3,1,1,3,3,3,3,3,1,1,1,1,2,1,NA,2,1,1,2,2,3,2,3,2,1,NA,55,1,2,2,4,3,2,2,1,1
"1766",2,1,3,48,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,3,1,1,3,2,1,1,2,22,1,2,2,3,1,3,1,1,0
"1769",2,1,1,42,2,1,1,2,2,NA,1,1,2,1,1,2,2,2,1,1,2,2,1,2,NA,NA,NA,NA,NA,NA,2,2,83,5,1,2,4,3,NA,2,1,0
"1770",2,1,3,1,2,1,3,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,2,1,1,3,1,2,34,1,2,1,4,3,3,2,1,0
"1772",2,2,2,31,1,3,4,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,3,3,1,3,2,1,1,36,2,2,1,1,3,5,1,6,0
"1774",2,1,3,48,1,1,2,1,1,3,2,2,1,1,2,2,2,2,2,2,2,2,2,1,3,2,3,3,3,3,1,2,45,1,3,1,6,1,1,1,6,1
"1775",2,1,3,22,2,3,4,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,34,4,1,1,4,3,4,2,2,1
"1776",2,1,2,17,1,1,3,1,2,3,3,3,3,3,1,2,2,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,3,2,1,99,1,2,2,8,2,4,2,1,1
"1777",2,1,3,12,2,3,4,1,1,2,NA,2,1,NA,1,1,2,1,1,2,1,1,1,1,2,1,NA,2,NA,1,1,1,24,6,3,1,2,3,2,2,1,0
"1778",2,1,2,26,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,2,1,2,25,1,2,2,6,3,4,2,1,0
"1779",2,1,4,6,2,3,3,1,1,2,1,1,NA,2,2,2,2,2,2,2,NA,2,1,1,2,2,NA,2,NA,NA,1,1,33,1,2,1,5,NA,NA,2,1,1
"1780",2,1,4,6,2,2,3,1,1,3,3,3,3,2,1,1,2,1,1,2,2,2,2,1,2,3,2,2,2,NA,1,2,22,6,2,2,5,2,4,1,6,0
"1782",2,1,2,18,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,3,2,2,3,2,1,2,49,1,2,1,3,2,3,2,1,1
"1783",2,1,1,34,2,2,3,1,1,3,1,3,3,3,1,1,1,1,1,2,1,1,1,2,NA,2,NA,2,NA,2,1,2,26,6,2,2,5,3,NA,2,1,1
"1785",2,1,3,51,1,2,2,1,1,3,1,3,3,3,1,2,2,2,2,1,2,NA,1,2,3,2,NA,3,NA,NA,NA,1,47,1,2,2,6,1,2,2,2,1
"1786",2,1,2,26,1,2,2,1,2,3,3,3,3,3,1,2,2,1,1,2,2,1,1,2,3,1,NA,3,NA,3,1,1,55,1,2,2,8,3,3,2,1,1
"1787",2,1,3,48,2,2,3,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,3,3,2,1,2,53,1,2,2,5,1,1,2,1,0
"1788",2,1,3,48,1,1,2,1,1,3,3,3,3,3,1,2,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,1,1,6,1,3,2,1,1
"1789",2,1,4,8,2,2,3,1,1,3,3,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,NA,NA,1,44,1,3,2,5,NA,NA,2,NA,1
"1790",2,1,4,53,2,4,4,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,3,NA,2,NA,1,1,2,31,3,2,1,3,3,2,2,1,1
"1791",2,1,4,53,2,2,3,1,1,1,1,1,3,1,1,1,2,1,1,2,2,1,1,2,1,2,2,3,NA,2,1,1,48,2,3,2,4,2,3,2,1,1
"1793",2,1,4,6,1,1,3,1,1,3,3,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,3,2,3,1,1,2,23,6,3,2,3,3,5,1,6,1
"1794",2,1,3,28,2,1,2,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,1,1,1,2,1,2,3,2,1,1,57,1,2,2,6,3,2,2,4,0
"1795",2,2,2,18,1,1,2,1,1,3,2,3,2,3,1,2,1,1,2,2,2,2,1,2,NA,1,2,2,1,3,1,1,21,6,2,1,3,3,4,1,1,1
"1796",2,1,3,47,1,3,3,1,2,1,1,1,1,1,1,2,2,1,NA,2,2,2,2,2,2,2,1,2,2,2,1,2,35,6,1,2,8,3,5,2,2,1
"1797",2,2,4,53,2,2,3,1,1,1,1,2,1,1,1,2,2,2,NA,1,2,2,1,2,2,2,2,NA,NA,3,1,1,40,1,4,1,1,3,2,1,6,0
"1798",2,1,4,6,1,1,2,1,1,1,3,1,3,2,1,2,2,2,2,2,2,1,1,1,1,NA,2,2,NA,2,1,1,20,6,3,2,4,3,3,2,1,0
"1799",2,1,3,48,1,2,2,1,1,3,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,3,NA,1,3,1,2,2,18,6,3,2,3,3,3,1,2,1
"1800",2,1,2,29,2,2,3,1,1,1,1,1,1,1,1,2,2,NA,NA,2,2,2,1,1,2,2,2,2,2,3,1,2,47,1,2,1,5,3,4,2,1,1
"1801",2,1,3,48,2,2,3,1,1,3,3,3,3,3,1,2,2,2,2,2,1,2,1,1,3,1,1,3,1,3,2,2,37,1,2,1,8,NA,NA,2,1,1
"1802",2,1,4,53,1,1,3,1,1,3,1,2,2,2,1,2,2,2,2,2,NA,2,2,1,2,2,2,2,NA,2,1,2,42,1,3,1,6,1,2,2,1,1
"1803",2,1,3,51,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,3,2,1,2,2,1,2,33,1,2,1,3,1,3,2,1,1
"1805",2,1,3,10,2,1,NA,1,1,2,NA,NA,NA,2,1,2,2,2,1,NA,1,2,1,1,1,2,NA,NA,NA,3,1,1,52,1,1,2,3,NA,NA,2,2,0
"1806",2,1,1,36,1,1,2,1,1,2,1,1,1,2,1,2,2,1,1,2,2,2,1,1,2,2,3,2,3,NA,1,2,25,1,2,2,3,3,3,2,1,1
"1807",2,1,1,34,1,3,4,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,3,3,1,1,2,1,1,2,41,1,2,1,3,2,3,2,2,0
"1810",2,1,2,26,2,1,2,1,1,3,3,3,3,NA,1,1,1,1,1,2,1,2,1,1,1,1,2,2,3,2,1,2,55,6,1,2,4,3,2,2,1,1
"1811",2,1,1,36,1,1,3,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,1,2,1,1,NA,3,1,2,1,1,27,6,1,1,3,3,1,1,4,0
"1812",2,1,3,12,2,2,3,1,1,3,1,2,3,3,1,2,2,2,2,2,2,2,1,2,2,1,2,3,2,NA,1,1,64,1,2,2,6,1,1,2,1,1
"1813",2,1,1,36,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,NA,2,2,2,1,2,30,1,2,2,8,1,3,2,1,1
"1814",2,1,3,13,1,2,3,1,1,2,1,1,1,1,2,2,2,2,NA,NA,NA,2,NA,2,1,2,3,1,2,2,2,2,30,1,2,1,2,3,2,2,2,1
"1818",2,1,1,34,1,1,4,1,1,1,1,3,3,1,1,1,1,1,1,2,2,1,2,2,2,2,NA,2,NA,3,2,1,63,1,6,1,8,1,2,2,1,1
"1819",2,1,2,26,1,1,4,1,2,3,3,NA,3,2,2,1,2,1,1,2,NA,2,NA,1,1,2,3,2,3,NA,1,2,49,6,2,2,4,3,2,2,1,1
"1820",2,1,3,12,1,1,2,1,1,3,3,3,3,3,1,1,1,1,2,2,2,NA,1,1,1,1,1,NA,3,2,1,2,50,1,2,2,6,1,3,2,1,1
"1821",2,1,2,18,2,2,3,1,1,2,1,2,3,3,1,2,2,1,1,2,2,1,2,2,3,3,1,NA,2,2,1,2,51,1,2,2,5,3,1,2,1,1
"1823",2,1,2,20,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,NA,1,NA,3,NA,3,1,1,70,1,2,2,4,3,3,2,1,1
"1824",2,2,3,48,1,2,2,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,NA,2,NA,2,NA,NA,1,1,44,6,2,2,5,1,2,1,1,1
"1825",2,1,2,29,1,3,4,1,2,2,1,1,1,1,2,1,2,2,2,1,2,1,1,1,NA,1,3,NA,NA,3,1,1,59,1,2,2,8,1,2,2,1,1
"1826",2,1,1,44,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,2,1,2,2,2,3,2,2,2,3,2,2,32,1,2,2,8,2,4,2,1,1
"1828",2,1,3,24,2,1,NA,1,1,3,1,3,3,3,1,1,2,2,2,2,2,2,2,1,3,3,3,3,NA,3,2,2,37,3,4,2,6,2,4,2,NA,1
"1829",2,2,3,40,2,1,3,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA,1,1,99,1,2,2,1,3,4,1,1,1
"1831",2,1,2,39,2,2,3,1,1,3,3,3,3,3,1,2,2,1,1,2,1,1,2,1,2,1,2,1,3,3,1,2,45,1,3,2,3,1,1,2,1,1
"1832",2,1,1,42,1,NA,NA,1,1,1,1,NA,3,1,2,2,2,NA,2,2,NA,2,1,1,2,2,2,2,NA,2,2,2,22,NA,2,2,3,NA,NA,2,NA,1
"1834",2,1,3,21,2,2,3,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,1,1,NA,NA,NA,2,NA,3,1,1,60,5,1,1,3,2,1,2,2,1
"1835",2,1,3,21,1,1,2,1,1,3,3,3,3,3,1,2,2,1,1,2,2,1,2,1,2,2,NA,NA,NA,2,1,2,49,1,3,2,4,2,2,2,1,1
"1836",2,1,2,26,2,1,1,1,1,1,1,1,NA,2,2,2,1,NA,1,2,2,2,2,2,3,2,1,2,NA,2,NA,1,28,1,2,1,4,2,5,2,1,0
"1837",2,2,1,36,1,2,2,2,1,3,3,2,3,NA,1,2,2,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,64,2,4,2,1,3,2,1,3,1
"1838",2,1,3,48,2,2,3,1,1,1,1,1,1,1,2,2,2,2,NA,1,NA,2,2,2,2,1,1,NA,1,NA,NA,1,26,1,2,1,4,NA,NA,1,1,0
"1840",2,1,3,12,2,1,1,1,1,3,3,2,3,3,1,1,2,1,2,2,2,2,1,1,NA,1,NA,2,NA,2,2,2,23,2,2,2,3,3,NA,2,1,1
"1841",2,1,1,36,1,NA,3,1,1,1,1,1,1,1,2,2,2,NA,2,1,1,1,1,2,2,NA,2,NA,NA,NA,2,1,55,6,1,2,3,2,3,2,2,1
"1842",2,1,3,24,1,2,3,1,1,3,3,3,3,2,1,2,1,1,1,1,1,NA,1,1,2,1,2,2,1,3,1,2,51,1,4,1,5,1,2,2,3,1
"1843",2,1,2,29,2,2,3,1,1,NA,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,3,3,3,2,NA,2,44,1,2,2,4,2,4,2,1,0
"1844",2,2,4,53,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,NA,3,3,3,NA,1,1,42,1,2,1,1,3,5,1,NA,1
"1845",2,1,2,18,2,2,3,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,NA,NA,3,1,1,56,1,2,2,8,2,4,2,2,1
"1847",2,1,4,6,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,3,3,3,2,1,2,35,6,2,2,4,NA,5,1,2,1
"1848",2,1,4,6,2,3,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,3,1,1,1,1,2,2,23,6,3,2,6,2,4,2,3,1
"1849",2,1,4,6,1,1,1,1,1,2,2,NA,2,1,1,1,1,2,2,2,NA,2,1,1,3,3,NA,3,NA,2,1,2,40,1,2,1,6,3,3,2,4,1
"1850",2,1,4,6,2,2,2,1,1,NA,3,3,3,3,1,1,1,1,1,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,99,3,NA,NA,8,NA,4,2,NA,1
"1851",2,1,4,6,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,NA,2,NA,2,1,1,45,2,2,2,8,2,5,2,1,1
"1852",2,1,4,6,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,3,1,3,1,2,35,2,2,2,8,2,4,2,1,1
"1853",2,1,3,37,1,2,2,1,1,2,1,2,1,1,1,1,1,NA,NA,2,2,NA,NA,1,2,2,2,2,2,2,1,2,31,1,2,1,3,3,3,2,1,1
"1854",2,1,4,6,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,61,1,2,2,6,2,4,2,1,1
"1855",2,1,3,47,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,3,3,2,3,3,2,2,25,6,2,2,5,1,1,2,1,1
"1856",2,1,4,6,1,1,2,1,1,3,3,1,3,3,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,2,NA,1
"1858",2,1,3,37,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,3,2,3,2,3,2,2,44,1,2,1,8,2,5,2,1,1
"1862",2,1,1,9,2,1,2,1,1,3,3,3,3,3,1,2,1,NA,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,2,NA,66,3,1,2,8,2,3,2,1,1
"1863",2,2,4,4,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,3,1,3,1,1,35,1,2,1,4,3,4,1,6,1
"1864",2,1,4,4,1,2,2,1,1,3,2,1,3,3,2,2,1,1,1,1,NA,NA,1,2,2,2,2,2,2,1,1,2,56,1,1,2,3,1,4,2,1,1
